cluster	cluster_num	type	scaffold	start	stop	Domain	motif	ORF
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	38925	39912	false	false	14_0929_02_40cm_scaffold_60_39
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	39988	40756	false	false	14_0929_02_40cm_scaffold_60_40
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	40752	41670	false	false	14_0929_02_40cm_scaffold_60_41
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	41666	42842	ladderane	false	14_0929_02_40cm_scaffold_60_42
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	42838	43612	false	false	14_0929_02_40cm_scaffold_60_43
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	43619	43895	PP-binding	false	14_0929_02_40cm_scaffold_60_44
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	43891	45079	t2fas	false	14_0929_02_40cm_scaffold_60_45
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	45075	46143	false	false	14_0929_02_40cm_scaffold_60_46
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	46139	47195	Glycos_transf_2	false	14_0929_02_40cm_scaffold_60_47
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	47194	48463	Trp_halogenase	false	14_0929_02_40cm_scaffold_60_48
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	48499	49699	false	false	14_0929_02_40cm_scaffold_60_49
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	49688	50405	false	false	14_0929_02_40cm_scaffold_60_50
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	50511	50931	false	false	14_0929_02_40cm_scaffold_60_51
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	50930	51284	false	false	14_0929_02_40cm_scaffold_60_52
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	51388	52990	false	false	14_0929_02_40cm_scaffold_60_53
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	52999	54466	PF04055	false	14_0929_02_40cm_scaffold_60_54
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	54423	55122	false	false	14_0929_02_40cm_scaffold_60_55
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	55118	56246	Glycos_transf_1	false	14_0929_02_40cm_scaffold_60_56
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	56514	56943	false	false	14_0929_02_40cm_scaffold_60_57
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	56939	57071	false	false	14_0929_02_40cm_scaffold_60_58
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	57247	58165	false	false	14_0929_02_40cm_scaffold_60_59
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	58170	58785	false	false	14_0929_02_40cm_scaffold_60_60
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	58807	60166	false	false	14_0929_02_40cm_scaffold_60_61
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	60317	60722	false	false	14_0929_02_40cm_scaffold_60_62
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	60726	61293	false	false	14_0929_02_40cm_scaffold_60_63
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	61495	62011	false	false	14_0929_02_40cm_scaffold_60_64
c00001_14_0929...cluster007.gbk	007	ladderane	14_0929_02_40cm_scaffold_60	62035	62569	false	false	14_0929_02_40cm_scaffold_60_65
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	524	1949	false	false	14_0929_02_40cm_scaffold_567_2
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	1959	2460	false	false	14_0929_02_40cm_scaffold_567_3
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	2535	3186	false	false	14_0929_02_40cm_scaffold_567_4
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	3310	4279	false	false	14_0929_02_40cm_scaffold_567_5
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	4647	4809	false	false	14_0929_02_40cm_scaffold_567_6
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	5246	5669	false	false	14_0929_02_40cm_scaffold_567_7
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	5808	6063	false	false	14_0929_02_40cm_scaffold_567_8
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	6097	6475	false	false	14_0929_02_40cm_scaffold_567_9
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	6665	6812	false	false	14_0929_02_40cm_scaffold_567_10
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	7085	7199	false	false	14_0929_02_40cm_scaffold_567_11
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	7413	7794	false	false	14_0929_02_40cm_scaffold_567_12
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	7790	8201	false	false	14_0929_02_40cm_scaffold_567_13
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	8271	9135	PF12697	false	14_0929_02_40cm_scaffold_567_14
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	9156	9597	phzB	false	14_0929_02_40cm_scaffold_567_15
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	9608	9785	false	false	14_0929_02_40cm_scaffold_567_16
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	9891	10473	false	false	14_0929_02_40cm_scaffold_567_17
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	10548	11424	false	false	14_0929_02_40cm_scaffold_567_18
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	11437	12058	false	false	14_0929_02_40cm_scaffold_567_19
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	12054	12582	false	false	14_0929_02_40cm_scaffold_567_20
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	12784	12997	false	false	14_0929_02_40cm_scaffold_567_21
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	13075	13411	false	false	14_0929_02_40cm_scaffold_567_22
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	13566	15066	false	false	14_0929_02_40cm_scaffold_567_23
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	15082	16339	false	false	14_0929_02_40cm_scaffold_567_24
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	16393	18031	false	false	14_0929_02_40cm_scaffold_567_25
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	18506	18794	false	false	14_0929_02_40cm_scaffold_567_26
c00001_14_0929...cluster008.gbk	008	phenazine	14_0929_02_40cm_scaffold_567	18769	19060	false	false	14_0929_02_40cm_scaffold_567_27
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	15025	16261	false	false	14_0929_02_40cm_scaffold_617_14
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	16262	16787	false	false	14_0929_02_40cm_scaffold_617_15
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	16800	19365	false	false	14_0929_02_40cm_scaffold_617_16
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	19440	20271	false	false	14_0929_02_40cm_scaffold_617_17
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	20364	21585	false	false	14_0929_02_40cm_scaffold_617_18
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	21568	22351	false	false	14_0929_02_40cm_scaffold_617_19
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	22353	23970	false	false	14_0929_02_40cm_scaffold_617_20
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	24072	24363	PF05402	false	14_0929_02_40cm_scaffold_617_21
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	24346	24757	PF13471	false	14_0929_02_40cm_scaffold_617_22
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	24753	26481	tsrC	false	14_0929_02_40cm_scaffold_617_23
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	26477	28328	tsrC	false	14_0929_02_40cm_scaffold_617_24
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	28324	28468	other	false	14_0929_02_40cm_scaffold_617_25
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	28469	29402	false	false	14_0929_02_40cm_scaffold_617_26
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	29398	30520	false	false	14_0929_02_40cm_scaffold_617_27
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	30532	31288	false	false	14_0929_02_40cm_scaffold_617_28
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	31292	32318	false	false	14_0929_02_40cm_scaffold_617_29
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	32314	35650	PKS_ER	false	14_0929_02_40cm_scaffold_617_30
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	35777	36032	false	false	14_0929_02_40cm_scaffold_617_31
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	36068	36488	false	false	14_0929_02_40cm_scaffold_617_32
c00001_14_0929...cluster009.gbk	009	lassopeptide	14_0929_02_40cm_scaffold_617	36478	37444	A-OX	false	14_0929_02_40cm_scaffold_617_33
c00001_14_0929...cluster010.gbk	010	terpene	14_0929_02_40cm_scaffold_5899	413	875	false	false	14_0929_02_40cm_scaffold_5899_2
c00001_14_0929...cluster010.gbk	010	terpene	14_0929_02_40cm_scaffold_5899	879	1770	false	false	14_0929_02_40cm_scaffold_5899_3
c00001_14_0929...cluster010.gbk	010	terpene	14_0929_02_40cm_scaffold_5899	1766	2270	false	false	14_0929_02_40cm_scaffold_5899_4
c00001_14_0929...cluster010.gbk	010	terpene	14_0929_02_40cm_scaffold_5899	2303	2996	false	false	14_0929_02_40cm_scaffold_5899_5
c00001_14_0929...cluster010.gbk	010	terpene	14_0929_02_40cm_scaffold_5899	3124	3382	false	false	14_0929_02_40cm_scaffold_5899_6
c00001_14_0929...cluster010.gbk	010	terpene	14_0929_02_40cm_scaffold_5899	3460	4360	false	false	14_0929_02_40cm_scaffold_5899_7
c00001_14_0929...cluster010.gbk	010	terpene	14_0929_02_40cm_scaffold_5899	4356	5235	false	false	14_0929_02_40cm_scaffold_5899_8
c00001_14_0929...cluster010.gbk	010	terpene	14_0929_02_40cm_scaffold_5899	5231	5486	false	false	14_0929_02_40cm_scaffold_5899_9
c00001_14_0929...cluster010.gbk	010	terpene	14_0929_02_40cm_scaffold_5899	5555	6578	phytoene_synt	false	14_0929_02_40cm_scaffold_5899_10
c00001_14_0929...cluster010.gbk	010	terpene	14_0929_02_40cm_scaffold_5899	6574	6871	false	false	14_0929_02_40cm_scaffold_5899_11
c00001_14_0929...cluster010.gbk	010	terpene	14_0929_02_40cm_scaffold_5899	6901	7813	false	false	14_0929_02_40cm_scaffold_5899_12
c00001_14_0929...cluster010.gbk	010	terpene	14_0929_02_40cm_scaffold_5899	7823	9782	false	false	14_0929_02_40cm_scaffold_5899_13
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	3	288	false	false	14_0929_02_40cm_scaffold_1827_1
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	297	1287	A-OX	false	14_0929_02_40cm_scaffold_1827_2
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	1405	2446	false	false	14_0929_02_40cm_scaffold_1827_3
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	2532	2703	false	false	14_0929_02_40cm_scaffold_1827_4
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	2675	3206	false	false	14_0929_02_40cm_scaffold_1827_5
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	3202	3940	false	false	14_0929_02_40cm_scaffold_1827_6
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	3936	4863	false	false	14_0929_02_40cm_scaffold_1827_7
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	4950	5955	false	false	14_0929_02_40cm_scaffold_1827_8
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	5951	7178	false	false	14_0929_02_40cm_scaffold_1827_9
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	7293	7818	false	false	14_0929_02_40cm_scaffold_1827_10
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	7684	8275	false	false	14_0929_02_40cm_scaffold_1827_11
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	8279	9029	false	false	14_0929_02_40cm_scaffold_1827_12
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	9146	9875	false	false	14_0929_02_40cm_scaffold_1827_13
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	9864	10293	false	false	14_0929_02_40cm_scaffold_1827_14
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	10294	11146	false	false	14_0929_02_40cm_scaffold_1827_15
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	11150	12488	false	false	14_0929_02_40cm_scaffold_1827_16
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	12540	13113	false	false	14_0929_02_40cm_scaffold_1827_17
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	13124	13985	false	false	14_0929_02_40cm_scaffold_1827_18
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	13986	14460	false	false	14_0929_02_40cm_scaffold_1827_19
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	14506	15136	PF12697	false	14_0929_02_40cm_scaffold_1827_20
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	15132	15726	false	false	14_0929_02_40cm_scaffold_1827_21
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	15741	16467	PKS_KR	false	14_0929_02_40cm_scaffold_1827_22
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	16700	18308	phosphonates	false	14_0929_02_40cm_scaffold_1827_23
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	18308	19442	false	false	14_0929_02_40cm_scaffold_1827_24
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	19449	20151	false	false	14_0929_02_40cm_scaffold_1827_25
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	20206	20485	false	false	14_0929_02_40cm_scaffold_1827_26
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	20500	22084	false	false	14_0929_02_40cm_scaffold_1827_27
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	22363	23899	false	false	14_0929_02_40cm_scaffold_1827_28
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	23903	24668	false	false	14_0929_02_40cm_scaffold_1827_29
c00001_14_0929...cluster011.gbk	011	phosphonate	14_0929_02_40cm_scaffold_1827	24664	24964	false	false	14_0929_02_40cm_scaffold_1827_30
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	14243	15899	false	false	14_0929_09_20cm_scaffold_53_12
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	15944	16580	false	false	14_0929_09_20cm_scaffold_53_13
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	16768	17461	false	false	14_0929_09_20cm_scaffold_53_14
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	17533	18880	false	false	14_0929_09_20cm_scaffold_53_15
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	18903	20439	false	false	14_0929_09_20cm_scaffold_53_16
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	20451	21177	false	false	14_0929_09_20cm_scaffold_53_17
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	21161	22148	false	false	14_0929_09_20cm_scaffold_53_18
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	22322	22973	false	false	14_0929_09_20cm_scaffold_53_19
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	23062	26503	false	false	14_0929_09_20cm_scaffold_53_20
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	26566	27685	false	false	14_0929_09_20cm_scaffold_53_21
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	27741	28992	false	false	14_0929_09_20cm_scaffold_53_22
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	28999	30313	false	false	14_0929_09_20cm_scaffold_53_23
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	30394	32638	false	false	14_0929_09_20cm_scaffold_53_24
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	32704	33823	t2fas	false	14_0929_09_20cm_scaffold_53_25
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	33819	35043	ladderane	false	14_0929_09_20cm_scaffold_53_26
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	35229	35559	false	false	14_0929_09_20cm_scaffold_53_27
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	35691	36063	false	false	14_0929_09_20cm_scaffold_53_28
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	36218	37403	DegT_DnrJ_EryC1	false	14_0929_09_20cm_scaffold_53_29
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	37501	37678	false	false	14_0929_09_20cm_scaffold_53_30
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	37688	38549	false	false	14_0929_09_20cm_scaffold_53_31
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	38643	39537	false	false	14_0929_09_20cm_scaffold_53_32
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	39548	40445	false	false	14_0929_09_20cm_scaffold_53_33
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	40441	41434	false	false	14_0929_09_20cm_scaffold_53_34
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	41529	42750	false	false	14_0929_09_20cm_scaffold_53_35
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	42765	43665	false	false	14_0929_09_20cm_scaffold_53_36
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	43765	44404	false	false	14_0929_09_20cm_scaffold_53_37
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	44503	46474	Alpha-amylase	false	14_0929_09_20cm_scaffold_53_38
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	46560	47367	false	false	14_0929_09_20cm_scaffold_53_39
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	47403	47811	false	false	14_0929_09_20cm_scaffold_53_40
c00001_14_0929...cluster001.gbk	001	ladderane	14_0929_09_20cm_scaffold_53	47807	48170	false	false	14_0929_09_20cm_scaffold_53_41
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	12315	12621	false	false	14_0929_09_20cm_scaffold_137_17
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	12589	13810	false	false	14_0929_09_20cm_scaffold_137_18
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	13990	14779	false	false	14_0929_09_20cm_scaffold_137_19
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	14775	15351	false	false	14_0929_09_20cm_scaffold_137_20
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	15392	15857	false	false	14_0929_09_20cm_scaffold_137_21
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	15865	16903	false	false	14_0929_09_20cm_scaffold_137_22
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	16949	17432	false	false	14_0929_09_20cm_scaffold_137_23
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	17431	17878	false	false	14_0929_09_20cm_scaffold_137_24
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	17881	18883	PF04055	false	14_0929_09_20cm_scaffold_137_25
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	18967	19486	false	false	14_0929_09_20cm_scaffold_137_26
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	19539	21021	false	false	14_0929_09_20cm_scaffold_137_27
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	21074	21464	false	false	14_0929_09_20cm_scaffold_137_28
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	21515	21854	false	false	14_0929_09_20cm_scaffold_137_29
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	21907	22729	phytoene_synt	false	14_0929_09_20cm_scaffold_137_30
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	22747	23926	false	false	14_0929_09_20cm_scaffold_137_31
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	23934	25014	false	false	14_0929_09_20cm_scaffold_137_32
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	25131	26928	false	false	14_0929_09_20cm_scaffold_137_33
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	27077	27578	false	false	14_0929_09_20cm_scaffold_137_34
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	27621	28305	false	false	14_0929_09_20cm_scaffold_137_35
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	28358	28679	false	false	14_0929_09_20cm_scaffold_137_36
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	28758	29310	false	false	14_0929_09_20cm_scaffold_137_37
c00001_14_0929...cluster002.gbk	002	terpene	14_0929_09_20cm_scaffold_137	29299	30421	Glycos_transf_1	false	14_0929_09_20cm_scaffold_137_38
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	1322	1790	false	false	14_0929_09_20cm_scaffold_217_2
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	1830	3021	false	false	14_0929_09_20cm_scaffold_217_3
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	3077	5459	false	false	14_0929_09_20cm_scaffold_217_4
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	5595	5745	false	false	14_0929_09_20cm_scaffold_217_5
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	5922	13581	PP-binding	false	14_0929_09_20cm_scaffold_217_6
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	13595	14645	false	false	14_0929_09_20cm_scaffold_217_7
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	14641	15772	false	false	14_0929_09_20cm_scaffold_217_8
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	15771	16950	false	false	14_0929_09_20cm_scaffold_217_9
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	16949	18062	false	false	14_0929_09_20cm_scaffold_217_10
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	18258	18420	false	false	14_0929_09_20cm_scaffold_217_11
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	18676	19192	false	false	14_0929_09_20cm_scaffold_217_12
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	19178	19532	false	false	14_0929_09_20cm_scaffold_217_13
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	19591	20137	false	false	14_0929_09_20cm_scaffold_217_14
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	20136	20382	false	false	14_0929_09_20cm_scaffold_217_15
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	20378	20864	false	false	14_0929_09_20cm_scaffold_217_16
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	20878	21670	false	false	14_0929_09_20cm_scaffold_217_17
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	21696	21990	false	false	14_0929_09_20cm_scaffold_217_18
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	22095	23631	false	false	14_0929_09_20cm_scaffold_217_19
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	23834	24275	false	false	14_0929_09_20cm_scaffold_217_20
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	24425	26018	false	false	14_0929_09_20cm_scaffold_217_21
c00001_14_0929...cluster003.gbk	003	t1pks	14_0929_09_20cm_scaffold_217	26117	26687	false	false	14_0929_09_20cm_scaffold_217_22
