genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
14_0929_09_30cm_Bacteria_6832_65_9.fasta,251_1,0.030000000000000027,average,ANImf,251
14_1009_09_20cm_Bacteria_7709_65_9.fasta,251_1,0.030000000000000027,average,ANImf,251
14_0927_05_40cm_Bacteria_2327_66_8.fasta,252_1,0.030000000000000027,average,ANImf,252
14_0929_02_40cm_Bacteria_2837_66_9.fasta,252_1,0.030000000000000027,average,ANImf,252
14_0929_05_40cm_Bacteria_3442_66_8.fasta,252_1,0.030000000000000027,average,ANImf,252
14_1009_02_40cm_Bacteria_3803_66_8.fasta,252_1,0.030000000000000027,average,ANImf,252
14_1009_05_40cm_Bacteria_4393_65_9.fasta,252_1,0.030000000000000027,average,ANImf,252
14_1009_16_30cm_Bacteria_9756_66_9.fasta,252_1,0.030000000000000027,average,ANImf,252
14_1009_16_40cm_Bacteria_10161_66_12.fasta,252_1,0.030000000000000027,average,ANImf,252
14_0903_02_20cm_Bacteria_68_65_6.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0903_05_20cm_Bacteria_399_66_7.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0903_12_20cm_Bacteria_926_65_5.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0903_16_30cm_Bacteria_5539_66_9.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0919_02_20cm_Bacteria_5882_66_10.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0919_05_20cm_Bacteria_1523_66_7.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0927_02_20cm_Bacteria_1924_65_11.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0927_05_20cm_Bacteria_2168_65_15.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0927_09_20cm_Bacteria_6025_66_9.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0927_09_40cm_Bacteria_6216_66_8.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0929_02_20cm_Bacteria_2484_66_11.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0929_05_20cm_Bacteria_3005_66_14.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0929_09_30cm_Bacteria_6862_65_8.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0929_12_20cm_Bacteria_7174_66_8.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_02_30cm_Bacteria_3693_65_7.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_05_20cm_Bacteria_3997_65_11.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_05_30cm_Bacteria_4187_66_13.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_05_40cm_Bacteria_4444_65_7.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_09_20cm_Bacteria_7744_66_6.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_09_30cm_Bacteria_7994_66_7.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_12_20cm_Bacteria_8352_65_8.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_12_30cm_Bacteria_8489_66_8.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_12_40cm_Bacteria_8701_65_7.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_13_20cm_Bacteria_8927_66_8.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_13_30cm_Bacteria_9075_65_12.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_16_20cm_Bacteria_9487_66_12.fasta,253_1,0.030000000000000027,average,ANImf,253
14_1009_16_40cm_Bacteria_10310_66_21.fasta,253_1,0.030000000000000027,average,ANImf,253
14_0903_12_20cm_Bacteria_934_66_6.fasta,254_1,0.030000000000000027,average,ANImf,254
14_0903_12_30cm_Bacteria_1070_66_6.fasta,254_1,0.030000000000000027,average,ANImf,254
14_0903_13_30cm_Bacteria_4827_66_8.fasta,254_1,0.030000000000000027,average,ANImf,254
14_0919_12_20cm_Bacteria_1774_66_8.fasta,254_1,0.030000000000000027,average,ANImf,254
14_0927_12_20cm_Bacteria_6364_66_10.fasta,254_1,0.030000000000000027,average,ANImf,254
14_0927_12_40cm_Bacteria_6543_66_7.fasta,254_1,0.030000000000000027,average,ANImf,254
14_0929_09_30cm_Bacteria_6873_66_8.fasta,254_1,0.030000000000000027,average,ANImf,254
14_0929_12_20cm_Bacteria_7184_66_10.fasta,254_1,0.030000000000000027,average,ANImf,254
14_1009_09_20cm_Bacteria_7751_66_10.fasta,254_1,0.030000000000000027,average,ANImf,254
14_1009_09_30cm_Bacteria_7972_66_13.fasta,254_1,0.030000000000000027,average,ANImf,254
14_1009_12_30cm_Bacteria_8508_66_8.fasta,254_1,0.030000000000000027,average,ANImf,254
14_1009_12_40cm_Bacteria_8706_66_11.fasta,254_1,0.030000000000000027,average,ANImf,254
14_1009_13_30cm_Bacteria_9102_66_8.fasta,254_1,0.030000000000000027,average,ANImf,254
14_1009_16_20cm_Bacteria_9486_66_6.fasta,254_1,0.030000000000000027,average,ANImf,254
14_1009_16_30cm_Bacteria_9693_66_6.fasta,254_1,0.030000000000000027,average,ANImf,254
14_1009_16_40cm_Bacteria_10218_66_6.fasta,254_1,0.030000000000000027,average,ANImf,254
14_0903_12_20cm_Bacteria_972_66_6.fasta,255_1,0.030000000000000027,average,ANImf,255
14_0929_12_20cm_Bacteria_7167_66_7.fasta,255_1,0.030000000000000027,average,ANImf,255
14_1009_09_20cm_Bacteria_7748_66_6.fasta,255_1,0.030000000000000027,average,ANImf,255
14_1009_12_20cm_Bacteria_8347_66_8.fasta,255_1,0.030000000000000027,average,ANImf,255
14_1009_13_20cm_Bacteria_8947_65_7.fasta,256_1,0.030000000000000027,average,ANImf,256
14_1009_13_30cm_Bacteria_9129_66_7.fasta,256_1,0.030000000000000027,average,ANImf,256
14_0927_12_40cm_Bacteria_6561_66_9.fasta,257_1,0.030000000000000027,average,ANImf,257
14_1009_09_40cm_Bacteria_8215_66_7.fasta,257_1,0.030000000000000027,average,ANImf,257
14_1009_12_40cm_Bacteria_8698_65_8.fasta,257_1,0.030000000000000027,average,ANImf,257
14_0903_12_20cm_Bacteria_890_65_5.fasta,258_1,0.030000000000000027,average,ANImf,258
14_0903_12_30cm_Bacteria_1058_66_8.fasta,258_1,0.030000000000000027,average,ANImf,258
14_0919_12_20cm_Bacteria_1751_66_6.fasta,258_1,0.030000000000000027,average,ANImf,258
14_0927_09_20cm_Bacteria_6037_66_6.fasta,258_1,0.030000000000000027,average,ANImf,258
14_0927_09_40cm_Bacteria_6172_66_6.fasta,258_1,0.030000000000000027,average,ANImf,258
14_0927_12_20cm_Bacteria_6353_66_14.fasta,258_1,0.030000000000000027,average,ANImf,258
14_0927_12_40cm_Bacteria_6518_66_9.fasta,258_1,0.030000000000000027,average,ANImf,258
14_0929_09_30cm_Bacteria_6827_66_11.fasta,258_1,0.030000000000000027,average,ANImf,258
14_0929_12_20cm_Bacteria_7172_66_10.fasta,258_1,0.030000000000000027,average,ANImf,258
14_0929_12_30cm_Bacteria_7364_66_8.fasta,258_1,0.030000000000000027,average,ANImf,258
14_1009_09_20cm_Bacteria_7722_66_10.fasta,258_1,0.030000000000000027,average,ANImf,258
14_1009_09_30cm_Bacteria_7982_66_20.fasta,258_1,0.030000000000000027,average,ANImf,258
14_1009_12_30cm_Bacteria_8509_66_10.fasta,258_1,0.030000000000000027,average,ANImf,258
14_1009_12_40cm_Bacteria_8712_66_12.fasta,258_1,0.030000000000000027,average,ANImf,258
14_0903_12_20cm_Bacteria_885_69_7.fasta,259_1,0.030000000000000027,average,ANImf,259
14_1009_09_20cm_Bacteria_7761_69_7.fasta,259_1,0.030000000000000027,average,ANImf,259
14_1009_12_20cm_Bacteria_8355_69_6.fasta,259_1,0.030000000000000027,average,ANImf,259
14_0927_12_40cm_Bacteria_6506_67_17.fasta,260_0,0.030000000000000027,average,ANImf,260
14_0919_09_20cm_Bacteria_1651_70_6.fasta,261_1,0.030000000000000027,average,ANImf,261
14_0929_05_20cm_Bacteria_2979_70_7.fasta,261_1,0.030000000000000027,average,ANImf,261
14_1009_05_20cm_Bacteria_3984_70_8.fasta,261_1,0.030000000000000027,average,ANImf,261
14_1009_09_20cm_Bacteria_7731_70_5.fasta,261_1,0.030000000000000027,average,ANImf,261
14_0903_12_20cm_Bacteria_911_68_16.fasta,262_1,0.030000000000000027,average,ANImf,262
14_0919_12_20cm_Bacteria_1779_68_8.fasta,262_1,0.030000000000000027,average,ANImf,262
14_0927_09_20cm_Bacteria_6029_68_7.fasta,262_1,0.030000000000000027,average,ANImf,262
14_0927_12_20cm_Bacteria_6335_68_8.fasta,262_1,0.030000000000000027,average,ANImf,262
14_0929_12_20cm_Bacteria_7168_68_10.fasta,262_1,0.030000000000000027,average,ANImf,262
14_1009_09_20cm_Bacteria_7713_68_14.fasta,262_1,0.030000000000000027,average,ANImf,262
14_1009_12_20cm_Bacteria_8363_68_14.fasta,262_1,0.030000000000000027,average,ANImf,262
14_1009_12_30cm_Bacteria_8510_68_7.fasta,262_1,0.030000000000000027,average,ANImf,262
14_0927_12_20cm_Bacteria_6338_70_8.fasta,263_1,0.030000000000000027,average,ANImf,263
14_0929_12_20cm_Bacteria_7176_69_7.fasta,263_1,0.030000000000000027,average,ANImf,263
14_1009_09_20cm_Bacteria_7743_69_6.fasta,263_1,0.030000000000000027,average,ANImf,263
14_1009_12_20cm_Bacteria_8371_69_6.fasta,263_1,0.030000000000000027,average,ANImf,263
14_0903_12_30cm_Bacteria_1108_73_5.fasta,264_0,0.030000000000000027,average,ANImf,264
14_1009_05_30cm_Bacteria_4173_66_6.fasta,265_1,0.030000000000000027,average,ANImf,265
14_1009_16_20cm_Bacteria_9483_66_6.fasta,265_1,0.030000000000000027,average,ANImf,265
14_1009_16_30cm_Bacteria_9653_66_11.fasta,265_1,0.030000000000000027,average,ANImf,265
14_1009_16_40cm_Bacteria_10199_66_7.fasta,265_1,0.030000000000000027,average,ANImf,265
14_1009_09_30cm_Bacteria_8005_66_8.fasta,265_2,0.030000000000000027,average,ANImf,265
14_1009_09_20cm_Bacteria_7770_66_7.fasta,266_0,0.030000000000000027,average,ANImf,266
14_0903_13_30cm_Bacteria_4921_67_8.fasta,267_1,0.030000000000000027,average,ANImf,267
14_0929_02_40cm_Bacteria_2850_67_8.fasta,267_1,0.030000000000000027,average,ANImf,267
14_1009_05_40cm_Bacteria_4414_67_7.fasta,267_1,0.030000000000000027,average,ANImf,267
14_1009_16_40cm_Bacteria_10116_67_9.fasta,267_1,0.030000000000000027,average,ANImf,267
14_0903_02_30cm_Bacteria_193_67_8.fasta,267_2,0.030000000000000027,average,ANImf,267
14_0903_16_30cm_Bacteria_5541_67_8.fasta,267_2,0.030000000000000027,average,ANImf,267
14_0903_16_40cm_Bacteria_5698_67_8.fasta,267_2,0.030000000000000027,average,ANImf,267
14_0919_02_20cm_Bacteria_5913_67_7.fasta,267_2,0.030000000000000027,average,ANImf,267
14_0927_05_20cm_Bacteria_2183_67_7.fasta,267_2,0.030000000000000027,average,ANImf,267
14_0927_05_40cm_Bacteria_2339_67_7.fasta,267_2,0.030000000000000027,average,ANImf,267
14_0929_02_20cm_Bacteria_2503_67_8.fasta,267_2,0.030000000000000027,average,ANImf,267
14_0929_02_30cm_Bacteria_2626_67_10.fasta,267_2,0.030000000000000027,average,ANImf,267
14_0929_05_30cm_Bacteria_3265_67_13.fasta,267_2,0.030000000000000027,average,ANImf,267
14_1009_02_30cm_Bacteria_3689_67_10.fasta,267_2,0.030000000000000027,average,ANImf,267
14_1009_02_40cm_Bacteria_3828_67_8.fasta,267_2,0.030000000000000027,average,ANImf,267
14_1009_05_30cm_Bacteria_4208_67_13.fasta,267_2,0.030000000000000027,average,ANImf,267
14_1009_05_40cm_Bacteria_4428_67_9.fasta,267_2,0.030000000000000027,average,ANImf,267
14_1009_13_30cm_Bacteria_9169_67_11.fasta,267_2,0.030000000000000027,average,ANImf,267
14_1009_16_20cm_Bacteria_9534_67_6.fasta,267_2,0.030000000000000027,average,ANImf,267
14_1009_16_30cm_Bacteria_9984_67_31.fasta,267_2,0.030000000000000027,average,ANImf,267
14_1009_12_20cm_Bacteria_8366_67_6.fasta,268_0,0.030000000000000027,average,ANImf,268
14_0903_13_30cm_Bacteria_4843_66_8.fasta,269_1,0.030000000000000027,average,ANImf,269
14_1009_16_30cm_Bacteria_9654_65_6.fasta,269_1,0.030000000000000027,average,ANImf,269
14_1009_16_40cm_Bacteria_10081_66_11.fasta,269_1,0.030000000000000027,average,ANImf,269
14_0927_12_20cm_Bacteria_6347_65_8.fasta,270_1,0.030000000000000027,average,ANImf,270
14_0927_12_40cm_Bacteria_6541_66_9.fasta,270_2,0.030000000000000027,average,ANImf,270
14_0927_12_40cm_Bacteria_6529_66_14.fasta,271_1,0.030000000000000027,average,ANImf,271
14_0929_12_40cm_Bacteria_7530_66_8.fasta,271_1,0.030000000000000027,average,ANImf,271
14_1009_12_30cm_Bacteria_8536_66_6.fasta,271_1,0.030000000000000027,average,ANImf,271
14_1009_12_40cm_Bacteria_8687_66_22.fasta,271_1,0.030000000000000027,average,ANImf,271
14_0927_12_40cm_Bacteria_6514_66_14.fasta,272_1,0.030000000000000027,average,ANImf,272
14_0929_12_30cm_Bacteria_7389_66_9.fasta,272_1,0.030000000000000027,average,ANImf,272
14_0929_12_40cm_Bacteria_7528_66_7.fasta,272_1,0.030000000000000027,average,ANImf,272
14_1009_12_40cm_Bacteria_8716_66_9.fasta,272_1,0.030000000000000027,average,ANImf,272
14_0927_12_20cm_Bacteria_6334_66_10.fasta,273_1,0.030000000000000027,average,ANImf,273
14_1009_13_20cm_Bacteria_8972_65_5.fasta,273_2,0.030000000000000027,average,ANImf,273
14_0927_05_20cm_Bacteria_2181_68_6.fasta,274_1,0.030000000000000027,average,ANImf,274
14_0929_05_20cm_Bacteria_3030_68_6.fasta,274_1,0.030000000000000027,average,ANImf,274
14_0927_02_20cm_Bacteria_1982_67_6.fasta,275_1,0.030000000000000027,average,ANImf,275
14_1009_16_20cm_Bacteria_9510_67_7.fasta,275_2,0.030000000000000027,average,ANImf,275
14_0903_13_30cm_Bacteria_4800_66_10.fasta,276_1,0.030000000000000027,average,ANImf,276
14_0927_12_40cm_Bacteria_6509_66_7.fasta,276_1,0.030000000000000027,average,ANImf,276
14_0929_12_40cm_Bacteria_7532_66_7.fasta,276_1,0.030000000000000027,average,ANImf,276
14_1009_09_40cm_Bacteria_8174_66_8.fasta,276_1,0.030000000000000027,average,ANImf,276
14_1009_16_30cm_Bacteria_9603_66_16.fasta,276_1,0.030000000000000027,average,ANImf,276
14_1009_16_40cm_Bacteria_10027_66_18.fasta,276_1,0.030000000000000027,average,ANImf,276
14_0903_05_40cm_Bacteria_469_66_9.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0903_09_40cm_Bacteria_734_65_9.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0903_12_40cm_Bacteria_4661_66_7.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0903_13_40cm_Bacteria_1334_65_10.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0903_16_40cm_Bacteria_5664_66_14.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0927_05_40cm_Bacteria_2367_66_6.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0927_09_40cm_Bacteria_6157_65_13.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0927_12_40cm_Bacteria_6503_65_17.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0929_02_30cm_Bacteria_2629_66_9.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0929_02_40cm_Bacteria_2800_66_12.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0929_05_30cm_Bacteria_3175_66_12.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0929_05_40cm_Bacteria_3400_66_9.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0929_09_30cm_Bacteria_6845_66_7.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0929_09_40cm_Bacteria_7007_65_12.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0929_12_30cm_Bacteria_7363_65_10.fasta,277_1,0.030000000000000027,average,ANImf,277
14_0929_12_40cm_Bacteria_7521_66_10.fasta,277_1,0.030000000000000027,average,ANImf,277
14_1009_02_40cm_Bacteria_3812_66_9.fasta,277_1,0.030000000000000027,average,ANImf,277
14_1009_05_30cm_Bacteria_4161_66_8.fasta,277_1,0.030000000000000027,average,ANImf,277
14_1009_05_40cm_Bacteria_4342_66_14.fasta,277_1,0.030000000000000027,average,ANImf,277
14_1009_09_30cm_Bacteria_7933_65_9.fasta,277_1,0.030000000000000027,average,ANImf,277
14_1009_09_40cm_Bacteria_8173_65_11.fasta,277_1,0.030000000000000027,average,ANImf,277
14_1009_12_40cm_Bacteria_8674_65_17.fasta,277_1,0.030000000000000027,average,ANImf,277
14_1009_13_30cm_Bacteria_9072_66_14.fasta,277_1,0.030000000000000027,average,ANImf,277
14_1009_13_40cm_Bacteria_9293_65_11.fasta,277_1,0.030000000000000027,average,ANImf,277
14_1009_16_30cm_Bacteria_9629_65_28.fasta,277_1,0.030000000000000027,average,ANImf,277
14_1009_16_40cm_Bacteria_10095_66_37.fasta,277_1,0.030000000000000027,average,ANImf,277
14_1009_02_40cm_Bacteria_3878_68_8.fasta,278_1,0.030000000000000027,average,ANImf,278
14_1009_05_30cm_Bacteria_4185_68_7.fasta,278_2,0.030000000000000027,average,ANImf,278
14_0903_05_40cm_Bacteria_466_68_12.fasta,279_1,0.030000000000000027,average,ANImf,279
14_0927_05_40cm_Bacteria_2305_68_11.fasta,279_1,0.030000000000000027,average,ANImf,279
14_0929_02_40cm_Bacteria_2840_68_7.fasta,279_1,0.030000000000000027,average,ANImf,279
14_0929_05_30cm_Bacteria_3232_68_14.fasta,279_1,0.030000000000000027,average,ANImf,279
14_0929_05_40cm_Bacteria_3436_68_16.fasta,279_1,0.030000000000000027,average,ANImf,279
14_1009_05_30cm_Bacteria_4200_68_11.fasta,279_1,0.030000000000000027,average,ANImf,279
14_1009_05_40cm_Bacteria_4378_68_23.fasta,279_1,0.030000000000000027,average,ANImf,279
14_1009_16_30cm_Bacteria_9674_68_7.fasta,279_1,0.030000000000000027,average,ANImf,279
14_1009_09_20cm_Bacteria_7734_68_7.fasta,280_0,0.030000000000000027,average,ANImf,280
14_0927_12_40cm_Bacteria_6617_66_14.fasta,281_1,0.030000000000000027,average,ANImf,281
14_0929_12_40cm_Bacteria_7579_66_9.fasta,281_1,0.030000000000000027,average,ANImf,281
14_0903_12_30cm_Bacteria_1075_66_8.fasta,281_2,0.030000000000000027,average,ANImf,281
14_0919_12_20cm_Bacteria_1781_66_7.fasta,281_2,0.030000000000000027,average,ANImf,281
14_0927_05_20cm_Bacteria_2171_66_7.fasta,281_2,0.030000000000000027,average,ANImf,281
14_0927_09_20cm_Bacteria_6038_66_8.fasta,281_2,0.030000000000000027,average,ANImf,281
14_0927_09_40cm_Bacteria_6262_67_9.fasta,281_2,0.030000000000000027,average,ANImf,281
14_0927_12_20cm_Bacteria_6378_66_13.fasta,281_2,0.030000000000000027,average,ANImf,281
14_0929_05_30cm_Bacteria_3201_66_8.fasta,281_2,0.030000000000000027,average,ANImf,281
14_0929_12_20cm_Bacteria_7173_66_12.fasta,281_2,0.030000000000000027,average,ANImf,281
14_0929_12_30cm_Bacteria_7424_66_11.fasta,281_2,0.030000000000000027,average,ANImf,281
14_1009_05_30cm_Bacteria_4174_66_13.fasta,281_2,0.030000000000000027,average,ANImf,281
14_1009_05_40cm_Bacteria_4355_66_6.fasta,281_2,0.030000000000000027,average,ANImf,281
14_1009_09_20cm_Bacteria_7772_66_8.fasta,281_2,0.030000000000000027,average,ANImf,281
14_1009_09_30cm_Bacteria_7992_66_14.fasta,281_2,0.030000000000000027,average,ANImf,281
14_1009_12_30cm_Bacteria_8589_66_8.fasta,281_2,0.030000000000000027,average,ANImf,281
14_1009_12_40cm_Bacteria_8779_66_9.fasta,281_2,0.030000000000000027,average,ANImf,281
14_1009_13_30cm_Bacteria_9120_66_12.fasta,281_2,0.030000000000000027,average,ANImf,281
14_1009_16_20cm_Bacteria_9504_66_7.fasta,281_2,0.030000000000000027,average,ANImf,281
14_1009_16_30cm_Bacteria_9767_66_19.fasta,281_2,0.030000000000000027,average,ANImf,281
14_1009_09_20cm_Bacteria_7838_66_7.fasta,282_0,0.030000000000000027,average,ANImf,282
14_0903_02_30cm_Bacteria_174_66_7.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0903_12_30cm_Bacteria_1093_66_6.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0903_13_20cm_Bacteria_1212_66_7.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0903_13_40cm_Bacteria_1336_66_8.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0903_16_30cm_Bacteria_5516_66_12.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0903_16_40cm_Bacteria_5667_66_11.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0919_02_20cm_Bacteria_5896_66_7.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0927_02_20cm_Bacteria_1935_66_6.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0927_02_40cm_Bacteria_2037_66_9.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0927_05_20cm_Bacteria_2151_66_7.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0929_02_20cm_Bacteria_2455_66_8.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0929_02_30cm_Bacteria_2601_66_12.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0929_02_40cm_Bacteria_2819_66_11.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0929_05_30cm_Bacteria_3174_66_11.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0929_09_30cm_Bacteria_6833_66_8.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0929_12_20cm_Bacteria_7199_66_6.fasta,283_1,0.030000000000000027,average,ANImf,283
14_1009_02_30cm_Bacteria_3676_66_9.fasta,283_1,0.030000000000000027,average,ANImf,283
14_1009_02_40cm_Bacteria_3820_66_13.fasta,283_1,0.030000000000000027,average,ANImf,283
14_1009_05_20cm_Bacteria_4033_66_6.fasta,283_1,0.030000000000000027,average,ANImf,283
14_1009_05_30cm_Bacteria_4159_66_7.fasta,283_1,0.030000000000000027,average,ANImf,283
14_1009_05_40cm_Bacteria_4343_66_8.fasta,283_1,0.030000000000000027,average,ANImf,283
14_1009_13_20cm_Bacteria_8929_66_8.fasta,283_1,0.030000000000000027,average,ANImf,283
14_1009_13_30cm_Bacteria_9097_66_16.fasta,283_1,0.030000000000000027,average,ANImf,283
14_1009_13_40cm_Bacteria_9296_66_7.fasta,283_1,0.030000000000000027,average,ANImf,283
14_1009_16_20cm_Bacteria_9467_67_7.fasta,283_1,0.030000000000000027,average,ANImf,283
14_1009_16_30cm_Bacteria_9612_66_46.fasta,283_1,0.030000000000000027,average,ANImf,283
14_1009_16_40cm_Bacteria_10211_66_36.fasta,283_1,0.030000000000000027,average,ANImf,283
14_0903_09_40cm_Bacteria_740_66_8.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0903_12_20cm_Bacteria_900_65_6.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0903_12_30cm_Bacteria_1055_66_6.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0903_13_20cm_Bacteria_1198_66_9.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0903_13_30cm_Bacteria_4862_65_32.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0903_13_40cm_Bacteria_1346_65_6.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0903_16_30cm_Bacteria_5521_66_8.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0919_05_20cm_Bacteria_1514_65_6.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0927_05_20cm_Bacteria_2180_66_10.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0927_09_20cm_Bacteria_6031_66_14.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0927_09_40cm_Bacteria_6161_66_9.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0927_12_20cm_Bacteria_6360_66_15.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0927_12_40cm_Bacteria_6540_66_7.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0929_05_20cm_Bacteria_2976_66_12.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0929_09_20cm_Bacteria_6719_66_8.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0929_09_30cm_Bacteria_6871_66_10.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0929_09_40cm_Bacteria_7024_66_6.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0929_12_20cm_Bacteria_7214_66_9.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0929_12_30cm_Bacteria_7369_66_8.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_05_20cm_Bacteria_3983_66_11.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_05_30cm_Bacteria_4158_66_11.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_09_20cm_Bacteria_7723_66_14.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_09_30cm_Bacteria_7956_66_7.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_12_20cm_Bacteria_8370_66_8.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_12_30cm_Bacteria_8526_66_10.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_12_40cm_Bacteria_8711_66_11.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_13_20cm_Bacteria_8925_66_14.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_13_30cm_Bacteria_9071_66_16.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_13_40cm_Bacteria_9294_66_7.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_16_20cm_Bacteria_9462_66_13.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_16_30cm_Bacteria_9635_66_22.fasta,284_1,0.030000000000000027,average,ANImf,284
14_1009_16_40cm_Bacteria_10043_66_17.fasta,284_1,0.030000000000000027,average,ANImf,284
14_0903_09_40cm_Bacteria_750_66_8.fasta,285_1,0.030000000000000027,average,ANImf,285
14_0903_12_20cm_Bacteria_897_66_9.fasta,285_1,0.030000000000000027,average,ANImf,285
14_0903_12_30cm_Bacteria_1066_66_11.fasta,285_1,0.030000000000000027,average,ANImf,285
14_0919_12_20cm_Bacteria_1763_66_11.fasta,285_1,0.030000000000000027,average,ANImf,285
14_0927_09_20cm_Bacteria_6022_65_9.fasta,285_1,0.030000000000000027,average,ANImf,285
14_0927_09_40cm_Bacteria_6222_66_6.fasta,285_1,0.030000000000000027,average,ANImf,285
14_0927_12_20cm_Bacteria_6379_66_21.fasta,285_1,0.030000000000000027,average,ANImf,285
14_0927_12_40cm_Bacteria_6528_66_10.fasta,285_1,0.030000000000000027,average,ANImf,285
14_0929_09_20cm_Bacteria_6716_66_8.fasta,285_1,0.030000000000000027,average,ANImf,285
14_0929_09_30cm_Bacteria_6846_66_17.fasta,285_1,0.030000000000000027,average,ANImf,285
14_0929_12_20cm_Bacteria_7192_66_16.fasta,285_1,0.030000000000000027,average,ANImf,285
14_0929_12_30cm_Bacteria_7413_66_12.fasta,285_1,0.030000000000000027,average,ANImf,285
14_1009_09_20cm_Bacteria_7712_66_19.fasta,285_1,0.030000000000000027,average,ANImf,285
14_1009_09_30cm_Bacteria_8013_66_16.fasta,285_1,0.030000000000000027,average,ANImf,285
